Diameter,Latitude,Longitude (West),Axial Ratio,Degradation,Geol. Unit,Note
16.13,-51.95,34.34,1.06,,ICT,
16.12,-38.64,1.55,1.04,,ICT,
16.10,-67.73,7.58,1.01,,ICT,
16.08,55.27,341.71,1.06,,ICT,
16.06,-30.51,193.14,1.01,,ICT,
16.05,-8.24,251.98,1.02,,ICT,
16.04,6.09,173.62,1.00,,ICT,
16.03,-46.49,195.71,1.00,,ICT,
16.01,31.34,274.70,1.54,,FBT,
16.00,18.74,4.07,1.13,,ICT,
16.00,18.29,205.41,1.04,,ICT,
16.00,6.61,183.41,1.00,,ICT,
16.00,37.55,297.72,1.00,,FBT,
16.00,11.58,236.60,1.02,,FBT,
16.00,59.30,28.80,1.18,,ICT,
15.98,-43.58,72.94,1.04,,ST,
15.96,-26.97,344.70,1.05,,ICT,
15.95,-5.69,134.03,1.00,,ST,
15.93,-23.90,160.43,1.05,,ICT,
15.91,-47.02,84.05,1.49,,ET,
15.90,-59.22,320.49,1.00,,FBT,
15.88,24.27,225.46,1.03,,FBT,
15.85,-65.13,11.60,1.26,,ICT,
15.85,18.04,276.82,1.07,,FBT,
15.85,-44.12,217.60,1.05,,ICT,
15.84,30.36,354.50,1.09,,ICT,
15.83,37.87,188.47,1.08,,DCT2,
15.82,30.93,139.84,1.16,,ST,
15.82,-51.70,43.49,1.33,,ICT,
15.82,-10.67,174.81,1.00,,ICT,
15.81,-9.92,154.50,1.07,,ICT,
15.80,-39.39,29.28,1.28,,ICT,
15.78,51.09,271.03,1.06,,FBT,
15.78,51.66,144.19,,3,DCT1,
15.77,53.66,73.16,,3,ST,
15.76,22.08,317.65,1.00,,ICT,
15.76,11.17,97.11,,3 ellipse,ST,
15.76,27.05,35.57,1.10,,ICT,
15.75,21.25,316.01,1.00,,ICT,
15.73,-31.38,311.10,1.02,,FBT,
15.72,48.72,187.61,1.10,,DCT2,
15.70,-46.97,22.27,1.14,,ICT,
15.69,-30.16,265.30,1.06,,ICT,
15.67,2.48,170.11,1.18,,ICT,
15.65,4.81,179.03,1.21,,ICT,
15.65,-33.12,312.98,1.07,,FBT,
15.65,31.53,203.13,1.01,,DCT2,
15.63,41.12,217.01,1.03,,FBT,
15.63,-17.71,248.00,1.20,,ICT,
15.63,-19.74,92.41,1.06,,ST,
15.61,50.64,358.29,1.24,,ICT,
15.61,-32.40,312.94,1.10,,FBT,
15.60,-5.65,137.04,1.00,,ST,
15.58,-17.49,60.86,1.02,,ST,
15.58,-26.47,349.70,1.14,,ICT,
15.57,-24.93,69.45,1.00,,ST,
15.57,20.16,5.23,1.07,,ICT,
15.57,30.89,61.01,1.10,,ICT,
15.56,-14.18,183.70,1.08,,ICT,
15.56,11.91,22.52,1.00,,ICT,
15.56,2.39,188.74,1.05,,ICT,
15.55,-10.67,352.23,1.18,,ICT,
15.54,5.25,85.51,1.00,,ST,
15.53,31.36,44.64,1.03,,ICT,
15.50,16.48,259.03,1.00,,ICT,
15.49,-32.69,3.80,1.05,,ICT,
15.48,52.95,293.95,,4,FBT,
15.47,-31.84,215.30,1.04,,ICT,
15.47,23.74,331.52,1.04,,ICT,
15.46,-40.18,345.57,1.00,,ICT,
15.46,-2.37,293.97,1.17,,FBT,
15.45,-52.91,219.33,1.00,,ICT,
15.43,6.56,215.68,1.00,,ICT,
15.41,26.85,218.74,1.02,,FBT,
15.40,11.58,27.40,1.07,,ICT,
15.39,-8.45,350.17,1.12,,ICT,
15.39,-4.85,86.15,1.41,,ST,
15.38,-35.39,154.96,1.19,,ET,
15.35,22.60,55.85,1.03,,ICT,
15.35,-46.39,152.38,1.09,,ET,
15.35,0.10,3.49,1.02,,ICT,
15.34,17.87,293.47,1.01,,FBT,
15.33,0.35,189.22,1.00,,ICT,
15.33,3.90,348.06,1.03,,ICT,
15.31,-38.10,331.53,1.27,,FBT,
15.29,-5.91,88.13,1.08,,ST,
15.29,20.67,87.65,,3,ST,
15.28,-26.63,275.09,1.00,,ICT,
15.26,34.36,144.75,1.11,,DCT2,
15.25,48.52,52.90,1.03,,ICT,
15.25,65.14,72.45,,3,ST,
15.23,6.37,163.98,1.02,,ICT,
15.23,-12.12,307.88,1.01,,FBT,
15.22,2.68,167.08,1.08,,ICT,
15.22,-39.02,358.00,1.00,,ICT,
15.22,51.55,348.43,1.32,,ICT,
15.20,40.65,280.05,1.01,,FBT,
15.19,29.28,161.50,1.01,,DCT2,
15.18,-16.54,259.54,1.04,,ICT,
15.18,8.09,37.41,1.04,,ICT,
15.17,-9.94,166.73,1.09,,ICT,
15.16,42.51,191.64,1.03,,DCT2,
15.13,21.88,252.18,1.01,,ICT,
15.13,-6.49,333.24,1.00,,ICT,
15.12,14.96,29.07,1.09,,ICT,
15.12,-2.33,184.06,1.12,,ICT,
15.10,46.87,38.33,1.00,,ICT,
15.06,31.80,332.32,1.03,,ICT,
15.05,-37.01,198.04,1.09,,ICT,
15.05,2.59,144.25,1.44,,ST,
15.05,-21.11,145.57,1.08,,ICT,
15.05,38.96,34.71,1.07,,ICT,
15.03,-37.12,244.99,1.04,,ICT,
15.02,15.55,94.52,,secondary 3,ST,
15.01,17.92,58.18,1.24,,ST,
15.00,-37.64,246.14,1.06,,ICT,
14.99,56.94,22.01,1.64,,ICT,
14.99,23.81,138.06,1.08,,ST,
14.98,22.32,204.87,1.14,,DCT2,
14.98,-25.28,326.41,1.21,,FBT,
14.98,74.78,192.25,,3,DCT2,
14.97,-29.52,43.74,1.07,,ICT,
14.97,-61.37,4.18,1.01,,ICT,
14.97,29.45,13.57,1.03,,ICT,
14.96,-4.09,269.03,1.05,,FBT,
14.94,6.93,56.32,1.00,,ST,
14.94,30.07,56.77,1.04,,ICT,
14.94,49.99,205.71,1.01,,DCT2,
14.94,-25.77,274.72,1.00,,ICT,
14.93,-21.90,238.42,1.08,,ICT,
14.93,-1.97,354.91,1.01,,ICT,
14.93,39.36,163.16,1.01,,DCT2,
14.91,-21.61,54.66,1.01,,ST,
14.90,4.61,223.04,1.02,,FBT,
14.90,-42.22,355.88,1.17,,ICT,
14.90,-34.12,0.55,1.01,,ICT,
14.89,19.11,214.63,1.00,,ICT,
14.89,62.78,230.08,,3,FBT,
14.88,58.67,160.65,,2 ellipse,DCT1,
14.88,-36.97,346.70,1.00,,ICT,
14.87,22.86,190.28,1.10,,ICT,
14.85,3.72,217.69,1.00,,ICT,
14.85,-9.16,57.14,1.12,,ST,
14.84,30.05,15.24,1.00,,ICT,
14.83,25.76,177.00,1.28,,DCT2,
14.82,54.49,111.44,,3,ST,
14.81,29.01,308.10,1.09,,ICT,
14.80,-28.50,5.73,1.01,,RBT,
14.80,35.68,302.31,1.00,,FBT,
14.80,-30.92,48.53,1.04,,ST,
14.80,5.40,227.67,1.01,,FBT,
14.78,33.25,301.73,1.37,,FBT,
14.78,26.36,61.95,1.02,,ST,
14.77,39.03,331.96,1.00,,ICT,
14.77,-6.39,342.14,1.12,,ICT,
14.77,43.51,76.32,,2,ST,
14.77,64.40,115.63,,3,ST,
14.77,53.00,27.77,1.27,,ICT,
14.76,4.85,207.31,1.00,,ICT,
14.75,46.01,236.05,1.09,,FBT,
14.75,29.81,311.28,1.04,,ICT,
14.73,-34.34,353.72,1.04,,ICT,
14.72,55.69,154.50,,3,DCT1,
14.69,57.73,358.41,1.02,,ICT,
14.69,26.64,147.66,1.00,,ICT,
14.68,20.08,301.16,1.25,,FBT,
14.67,4.43,188.19,1.10,,ICT,
14.66,-14.91,253.26,1.22,,ICT,
14.65,-0.38,149.23,1.04,,ICT,
14.65,-55.08,45.77,1.00,,ICT,
14.64,-17.97,171.54,,3,ICT,
14.63,-63.08,15.63,1.18,,ICT,
14.63,-16.95,232.29,,4,FBT,
14.63,18.40,257.36,1.02,,ICT,
14.62,-30.74,323.08,1.00,,FBT,
14.62,47.12,192.06,1.03,,DCT2,
14.61,31.25,330.73,1.04,,ICT,
14.58,30.68,49.17,1.01,,ICT,
14.58,-33.18,294.33,1.28,,FBT,
14.57,-39.87,43.99,1.27,,ICT,
14.56,-41.51,331.88,1.19,,FBT,
14.56,14.20,185.88,1.06,,ICT,
14.55,-15.86,70.62,1.24,,ST,
14.54,13.48,33.78,1.02,,ICT,
14.53,27.90,159.01,1.21,,DCT2,
14.52,-33.19,313.03,1.17,,FBT,
14.52,18.93,194.25,1.06,,ICT,
14.51,11.19,126.97,1.00,,ST,
14.51,-3.55,136.13,1.00,,ST,
14.51,-3.72,253.01,1.04,,ICT,
14.51,63.73,125.42,,3,DCT1,
14.48,14.83,238.97,1.06,,FBT,
14.48,-21.47,277.44,1.09,,FBT,
14.47,-38.72,263.65,1.05,,ICT,
14.46,8.37,174.85,1.03,,ICT,
14.44,18.45,208.75,1.09,,ICT,
14.44,61.85,212.90,,4,DCT2,
14.44,-3.43,174.19,1.00,,ICT,
14.44,-49.00,332.98,1.00,,FBT,
14.42,-4.11,230.26,1.23,,FBT,
14.42,18.38,260.17,1.03,,ICT,
14.41,48.45,281.23,1.07,,FBT,
14.40,-32.66,60.50,1.13,,ST,
14.39,-55.16,69.09,1.06,,ST,
14.38,-5.03,174.73,1.00,,ICT,
14.38,-10.58,168.93,1.03,,ICT,
14.38,27.55,41.43,1.01,,ICT,
14.38,12.72,155.75,1.00,,ICT,
14.38,0.89,189.14,1.00,,ICT,
14.37,31.27,196.42,1.02,,DCT2,
14.36,5.09,125.25,1.03,,ST,
14.35,48.97,33.62,1.15,,ICT,
14.35,45.62,205.27,1.05,,DCT2,
14.35,29.79,197.90,1.05,,DCT2,
14.34,-16.12,300.54,1.00,,FBT,
14.34,19.31,130.72,1.03,,ST,
14.34,18.15,301.73,1.02,,FBT,
14.33,-38.63,265.67,1.20,,ICT,
14.32,-12.91,183.08,1.06,,ICT,
14.32,41.92,182.45,1.21,,DCT2,
14.32,74.96,230.64,,3 ellipse,DCT2,
14.32,22.92,225.94,1.01,,FBT,
14.31,4.90,215.33,1.00,,ICT,
14.31,-39.39,46.78,1.00,,ICT,
14.30,-37.45,261.41,1.10,,ICT,
14.30,-15.01,200.14,1.09,,ICT,
14.29,-55.05,16.02,1.06,,ICT,
14.28,28.71,20.36,1.06,,ICT,
14.28,38.76,69.06,1.01,,ST,
14.28,-11.74,40.10,1.18,,ICT,
14.27,-10.49,262.88,1.23,,ICT,
14.27,25.70,22.27,1.07,,ICT,
14.26,-28.13,248.27,1.05,,ICT,
14.26,11.69,234.63,1.07,,FBT,
14.25,42.05,172.74,1.11,,DCT2,
14.25,-43.34,210.61,1.00,,ICT,
14.23,37.56,317.98,1.03,,ICT,
14.23,27.29,87.56,,3,ST,
14.23,55.22,218.40,1.21,,FBT,
14.22,-41.21,262.95,1.02,,ICT,
14.22,13.65,20.29,1.00,,ICT,
14.22,16.16,0.81,1.00,,ICT,
14.21,43.74,178.31,1.00,,DCT2,
14.20,-25.58,199.88,1.00,,ICT,
14.20,44.88,317.80,1.27,,ICT,
14.20,30.12,122.18,1.06,,ST,
14.19,45.82,109.91,,2 ellipse,ST,
14.19,7.59,155.48,1.02,,ICT,
14.18,49.24,28.76,1.14,,ICT,
14.18,33.22,335.61,1.02,,ICT,
14.18,-25.98,160.92,1.00,,ICT,
14.18,6.61,169.46,1.13,,ICT,
14.17,-16.98,165.42,1.21,,ICT,
14.17,40.42,201.80,1.13,,DCT2,
14.16,36.95,131.68,1.04,,ST,
14.16,-28.96,224.85,1.07,,ICT,
14.16,66.95,137.39,,3,DCT1,
14.15,6.57,125.43,1.03,,ST,
14.14,-26.42,228.77,1.04,,ICT,
14.13,53.33,130.83,,1 ellipse,ST,
14.12,34.49,213.43,1.06,,DCT2,
14.12,18.98,280.49,1.09,,FBT,
14.12,-24.32,183.65,1.08,,ICT,
14.11,51.10,264.79,1.18,,FBT,
14.10,-42.12,342.63,1.15,,ICT,
14.10,63.64,150.98,,3,DCT1,
14.10,-20.15,325.07,1.00,,FBT,
14.10,9.62,37.85,1.04,,ICT,
14.08,-4.38,257.68,1.02,,ICT,
14.07,-24.07,111.60,1.05,,ET,
14.06,-71.39,357.10,1.07,,ICT,
14.04,-9.35,49.79,1.00,,ST,
14.04,-49.27,16.92,1.00,,ICT,
14.02,74.29,138.42,,3,DCT1,
14.01,-9.13,101.81,1.04,,ST,
14.00,-4.53,0.39,1.00,,ICT,
14.00,8.18,289.89,1.00,,FBT,
14.00,24.85,179.70,1.08,,ICT,
13.98,37.44,175.90,1.07,,DCT2,
13.98,56.66,115.97,,3 ellipse,ST,
13.97,1.68,154.75,1.00,,ICT,
13.97,-29.80,348.10,1.01,,ICT,
13.97,24.18,206.54,1.11,,DCT2,
13.96,14.51,327.59,1.05,,FBT,
13.95,29.69,128.58,1.01,,ST,
13.95,30.51,176.31,1.09,,DCT2,
13.95,48.99,17.84,1.01,,ICT,
13.94,-29.07,188.56,1.08,,ICT,
13.94,47.98,355.01,1.06,,ICT,
13.93,28.30,332.91,1.01,,ICT,
13.92,33.68,189.71,1.05,,DCT2,
13.92,-10.98,39.10,1.01,,RBT,
13.92,32.12,57.63,1.10,,ICT,
13.92,-20.34,238.10,1.09,,ICT,
13.91,41.27,200.91,1.01,,DCT2,
13.88,23.04,150.91,1.07,,ICT,
13.85,31.69,310.57,1.11,,ICT,
13.85,50.74,38.43,1.11,,ICT,
13.85,40.05,182.35,1.19,,DCT2,
13.84,-21.10,121.42,1.00,,ST,
13.83,29.20,229.81,1.05,,FBT,
13.83,-45.78,21.57,1.02,,ICT,
13.82,-23.28,236.47,1.05,,ICT,
13.82,14.84,192.27,1.00,,ICT,
13.82,-43.10,46.18,1.00,,ICT,
13.81,-26.57,211.40,1.04,,FBT,
13.81,6.80,243.50,1.07,,FBT,
13.79,51.77,87.82,,secondary 3,ST,
13.78,12.78,174.94,1.06,,ICT,
13.78,-18.48,292.65,1.00,,FBT,
13.78,-39.74,40.76,1.00,,ICT,
13.76,31.87,343.80,1.21,,ICT,
13.75,56.34,23.70,1.17,,ICT,
13.74,21.23,317.38,1.00,,ICT,
13.74,-0.40,212.98,1.00,,ICT,
13.74,-32.27,168.05,,4,ICT,
13.73,20.12,261.58,1.01,,ICT,
13.73,-26.83,251.66,1.07,,ICT,
13.71,-3.40,145.57,1.03,,ST,
13.71,20.64,58.68,1.06,,ST,
13.69,57.21,193.81,1.20,,DCT2,
13.68,39.24,170.40,1.13,,DCT2,
13.68,-21.85,168.72,1.06,,ICT,
13.68,-4.80,350.08,1.00,,ICT,
13.66,22.24,5.50,1.00,,ICT,
13.66,14.39,123.60,1.00,,ST,
13.66,-17.10,330.69,1.01,,ICT,
13.66,-59.68,5.08,1.05,,ICT,
13.66,39.10,253.21,1.07,,FBT,
13.64,59.93,197.20,,3,DCT2,
13.63,8.92,131.05,1.00,,ST,
13.63,9.44,179.26,1.02,,ICT,
13.63,16.60,207.75,1.31,,ICT,
13.63,49.57,270.73,1.11,,FBT,
13.63,79.60,209.27,,4,DCT2,
13.63,9.21,236.06,1.15,,FBT,
13.60,21.47,37.22,1.15,,ICT,
13.59,15.11,179.97,1.03,,ICT,
13.59,-30.47,195.40,1.00,,ICT,
13.58,43.13,177.07,1.12,,DCT2,
13.58,39.48,255.32,,4,FBT,
13.58,18.02,152.99,1.00,,ICT,
13.58,-40.56,242.94,1.06,,ICT,
13.58,-30.57,12.27,1.10,,RBT,
13.57,21.87,63.34,1.04,,ST,
13.56,46.08,98.14,,3,ST,
13.55,30.12,202.27,1.01,,DCT2,
13.55,-15.44,17.40,1.00,,RBT,
13.55,27.51,259.41,1.18,,FBT,
13.54,16.41,159.60,1.00,,ICT,
13.53,-42.99,23.64,1.02,,ICT,
13.52,19.37,291.24,1.00,,FBT,
13.52,48.26,13.33,1.03,,ICT,
13.51,37.36,221.75,1.08,,FBT,
13.50,11.70,4.48,1.11,,ICT,
13.50,-47.66,261.97,1.07,,FBT,
13.49,-52.81,46.44,1.26,,ICT,
13.49,70.42,134.72,,2,DCT1,
13.48,-17.16,235.61,,4,ICT,
13.48,-24.83,274.74,1.12,,ICT,
13.48,-1.61,249.99,1.33,,ICT,
13.48,48.73,325.53,1.00,,ICT,
13.46,7.83,105.90,1.24,,ST,
13.45,-4.61,139.51,1.05,,ST,
13.45,20.12,196.20,1.00,,ICT,
13.45,-14.82,186.31,1.07,,ICT,
13.45,42.79,344.94,1.08,,ICT,
13.43,-33.74,318.15,1.00,,FBT,
13.43,41.39,138.48,1.17,,ST,
13.43,80.16,160.32,,4,DCT1,
13.42,-48.19,335.52,1.03,,FBT,
13.42,19.81,64.74,1.02,,ST,
13.42,60.44,194.48,,3,DCT2,
13.41,13.68,44.22,1.05,,ICT,
13.41,8.41,232.62,1.04,,FBT,
13.40,-38.99,251.05,1.08,,ICT,
13.40,-25.93,308.08,1.04,,FBT,
13.40,-7.15,250.11,1.19,,ICT,
13.39,-1.99,285.74,1.00,,FBT,
13.37,26.84,23.17,1.00,,ICT,
13.37,34.09,329.84,1.02,,ICT,
13.36,-12.39,330.25,1.00,,ICT,
13.36,24.96,191.32,1.19,,ICT,
13.35,-21.35,258.10,1.19,,ICT,
13.34,17.02,173.82,1.09,,ICT,
13.32,23.49,211.21,1.31,,DCT2,
13.32,1.51,326.53,1.12,,FBT,
13.32,40.76,203.41,1.04,,DCT2,
13.31,-38.51,353.19,1.00,,ICT,
13.31,-9.41,40.48,1.01,,ICT,
13.31,-46.70,29.45,1.01,,ICT,
13.30,45.97,250.12,,,FBT,
13.30,32.57,256.42,1.02,,FBT,
13.30,47.13,143.08,1.03,,DCT2,
13.27,37.44,309.11,1.10,,ICT,
13.26,35.30,313.85,1.02,,ICT,
13.25,-42.12,250.84,1.00,,ICT,
13.25,14.26,110.21,1.14,,FBT,
13.25,-7.81,269.50,1.14,,ST,
13.23,-45.63,32.68,1.01,,ICT,
13.23,-11.14,161.98,1.01,,ICT,
13.23,-24.25,285.13,1.10,,FBT,
13.23,4.06,261.21,1.15,,ICT,
13.23,-5.85,209.09,1.11,,FBT,
13.22,32.97,219.11,1.31,,FBT,
13.22,16.39,104.46,1.02,,ST,
13.22,-35.55,291.02,1.02,,FBT,
13.22,38.41,146.35,1.03,,DCT2,
13.22,67.11,148.62,,4,DCT1,
13.21,18.01,150.30,1.08,,ICT,
13.21,-31.29,310.08,1.00,,FBT,
13.21,31.26,312.20,1.03,,ICT,
13.20,51.34,181.58,1.07,,DCT2,
13.20,56.69,226.76,,4,FBT,
13.19,52.08,9.81,1.27,,ICT,
13.19,24.51,168.83,1.08,,DCT2,
13.19,-37.09,316.29,1.00,,FBT,
13.19,-35.76,242.54,1.17,,ICT,
13.17,-6.29,207.64,1.17,,FBT,
13.17,-11.78,62.87,1.03,,ST,
13.16,-19.66,164.61,1.20,,ICT,
13.16,10.72,183.23,1.08,,ICT,
13.16,37.01,13.79,1.08,,ICT,
13.16,-37.89,7.14,1.07,,ICT,
13.15,56.23,93.73,,2,ST,
13.14,-8.49,315.60,1.07,,FBT,
13.14,18.68,299.61,1.00,,FBT,
13.13,-6.91,195.09,1.08,,ICT,
13.13,65.39,171.41,,4,DCT1,
13.13,-37.61,241.02,1.18,,ICT,
13.13,16.63,124.61,1.00,,ST,
13.12,5.11,166.08,1.05,,ICT,
13.12,41.39,300.34,1.24,,FBT,
13.12,-52.11,205.75,1.00,,ICT,
13.12,79.02,193.34,,3,DCT2,
13.12,-8.72,159.96,1.03,,ICT,
13.11,-1.17,111.41,1.13,,ST,
13.11,18.08,281.97,1.07,,FBT,
13.11,-51.60,306.15,1.27,,FBT,
13.11,-10.80,58.93,1.18,,ST,
13.10,49.04,220.76,1.05,,FBT,
13.09,47.82,268.08,1.02,,FBT,
13.07,-36.54,33.65,1.14,,ICT,
13.04,-36.64,210.92,1.00,,ICT,
13.04,-3.66,50.24,1.00,,ST,
13.03,29.90,16.24,1.12,,ICT,
13.02,18.78,32.49,1.08,,ICT,
13.01,34.43,16.32,1.03,,ICT,
13.01,23.11,51.19,1.22,,ICT,
13.01,61.29,170.66,,3,DCT1,
13.01,-20.73,250.23,1.07,,ICT,
13.01,-6.11,172.05,1.08,,ICT,
13.01,1.51,355.57,1.01,,ICT,
13.01,-43.04,17.21,1.03,,ICT,
13.00,-7.47,266.34,1.13,,FBT,
13.00,-38.65,233.98,1.01,,ICT,
13.00,-19.25,13.08,1.20,,RBT,
13.00,30.25,27.63,1.16,,ICT,
12.99,41.31,284.64,1.06,,FBT,
12.99,51.97,23.21,1.04,,ICT,
12.99,44.77,74.25,,3,ST,
12.98,70.24,170.39,,3,DCT1,
12.98,4.30,164.33,1.13,,ICT,
12.97,57.32,348.35,1.21,,ICT,
12.96,50.59,261.04,1.04,,FBT,
12.96,41.21,159.90,1.06,,DCT2,
12.96,-2.19,268.98,1.01,,FBT,
12.96,-58.53,321.01,1.00,,FBT,
12.95,58.57,175.41,,3 ellipse,DCT2,
12.94,14.33,231.57,1.20,,FBT,
12.94,-12.90,327.79,1.08,,ICT,
12.92,-48.17,256.45,1.09,,ICT,
12.92,-0.50,171.65,1.00,,ICT,
12.91,-7.22,248.13,1.02,,ICT,
12.91,-15.54,39.07,1.01,,RBT,
12.91,-4.80,195.52,1.13,,ICT,
12.91,-19.17,258.58,1.02,,ICT,
12.91,20.64,288.17,1.10,,FBT,
12.90,5.75,211.20,1.00,,ICT,
12.90,-36.35,38.70,1.27,,ICT,
12.90,-19.79,352.28,1.06,,ICT,
12.89,2.95,91.29,,3,ST,
12.89,-11.15,346.45,1.18,,ICT,
12.89,29.44,92.45,,2 ellipse,ST,
12.89,20.59,179.30,1.00,,ICT,
12.89,50.13,178.66,1.14,,DCT2,
12.88,44.55,171.23,1.01,,DCT2,
12.88,-33.67,357.34,1.00,,ICT,
12.88,15.99,224.26,1.18,,FBT,
12.88,-46.65,93.37,1.00,,ET,
12.87,22.12,159.01,1.02,,DCT2,
12.87,2.80,152.19,1.00,,ICT,
12.86,-6.26,294.60,1.04,,FBT,
12.84,-69.75,20.54,1.10,,ICT,
12.83,51.89,227.12,1.14,,FBT,
12.83,39.29,292.09,1.04,,FBT,
12.82,35.17,307.89,1.03,,ICT,
12.81,-49.78,49.15,1.09,,ST,
12.80,-35.29,111.57,1.17,,ET,
12.80,-64.00,89.38,1.08,,ET,Anna
12.79,24.29,214.13,1.21,,DCT2,
12.79,-12.82,126.43,1.09,,ST,
12.79,30.80,266.40,,4,FBT,
12.78,10.65,193.73,1.00,,ICT,
12.77,-40.88,5.18,1.03,,ICT,
12.77,-60.33,354.02,1.00,,ICT,
12.76,-62.10,17.69,1.00,,ICT,
12.75,-34.97,229.99,,3 ellipse,ICT,
12.73,1.04,353.41,1.00,,ICT,
12.72,-42.76,340.68,1.01,,ICT,
12.72,-26.85,207.54,1.04,,ICT,
12.71,-26.92,198.17,1.02,,ICT,
12.71,61.15,212.90,,2 ellipse,DCT2,
12.71,2.41,30.47,1.03,,ICT,
12.70,-18.47,79.74,1.05,,ST,
12.70,38.09,328.24,1.00,,ICT,
12.70,44.78,283.35,1.24,,FBT,
12.70,-30.82,279.26,1.05,,FBT,
12.69,-50.02,339.08,1.00,,ICT,
12.69,55.50,148.44,,3,DCT1,
12.69,21.46,255.12,1.09,,ICT,
12.68,5.41,24.80,1.02,,ICT,
12.68,28.81,207.63,1.02,,DCT2,
12.68,55.17,161.20,,1 ellipse,DCT1,
12.66,53.41,340.18,1.14,,ICT,
12.65,-2.45,168.15,1.00,,ICT,
12.65,-35.27,159.73,,3,ET,
12.65,4.03,268.45,1.09,,FBT,
12.65,18.58,113.45,1.14,,FBT,
12.65,-13.88,267.94,1.14,,ST,
12.64,-5.99,190.38,1.00,,ICT,
12.64,27.56,171.73,1.04,,DCT2,
12.64,22.52,47.00,1.21,,ICT,
12.63,-7.42,167.46,1.20,,ICT,
12.62,-5.78,108.85,1.16,,ST,
12.62,4.07,323.94,1.15,,FBT,
12.62,47.36,176.59,1.07,,DCT2,
12.62,55.55,88.98,,3,ST,
12.61,-37.50,263.96,1.01,,ICT,
12.61,38.08,216.38,1.04,,FBT,
12.60,53.41,38.78,1.14,,ICT,
12.60,26.51,223.88,1.06,,FBT,
12.59,-10.35,37.87,1.02,,RBT,
12.58,36.74,210.83,1.18,,DCT2,
12.58,9.35,187.51,1.00,,ICT,
12.58,18.64,234.42,1.48,,FBT,
12.58,-58.98,346.91,1.01,,ICT,
12.57,6.89,237.34,1.04,,FBT,
12.57,-48.84,64.20,1.17,,ST,
12.57,18.32,20.04,1.20,,ICT,
12.57,-30.56,278.02,1.03,,FBT,
12.56,-31.32,61.70,1.01,,ST,
12.56,-26.82,229.92,,3,ICT,
12.56,-12.64,317.85,1.03,,ICT,
12.55,27.57,164.52,1.00,,DCT2,
12.54,-30.42,55.50,1.00,,ST,
12.54,82.28,191.98,,1,DCT1,
12.54,-53.19,305.95,1.00,,FBT,
12.54,53.80,202.90,1.35,,DCT2,
12.53,-24.63,310.02,1.04,,FBT,
12.53,-0.79,158.86,1.10,,ICT,
12.53,45.93,185.14,1.01,,DCT2,
12.52,48.29,60.27,1.00,,ICT,
12.52,4.34,119.20,1.27,,ST,
12.52,-23.71,312.36,1.08,,FBT,
12.51,41.98,272.01,1.35,,FBT,
12.51,-6.16,29.70,1.35,,RBT,
12.51,-50.63,307.16,1.09,,FBT,
12.51,59.77,8.76,1.12,,ICT,
12.51,-16.09,190.14,1.00,,ICT,
12.50,-8.74,60.47,1.22,,ST,
12.50,28.67,82.45,1.21,,ST,
12.50,29.36,340.98,1.03,,ICT,
12.47,-19.91,250.35,1.25,,ICT,
12.47,-8.44,51.79,1.28,,ST,
12.47,40.79,43.72,1.00,,ICT,
12.46,0.14,153.40,1.01,,ICT,
12.46,37.90,331.10,1.01,,ICT,
12.46,23.91,327.01,1.06,,ICT,
12.45,30.48,180.32,1.05,,DCT2,
12.45,8.00,54.39,1.21,,ST,
12.44,-19.43,271.22,1.09,,FBT,
12.43,26.06,317.45,1.00,,ICT,
12.43,7.34,164.50,1.00,,ICT,
12.41,51.87,200.23,1.23,,DCT2,
12.41,36.04,353.27,1.00,,ICT,
12.41,-26.00,206.10,1.05,,ICT,
12.41,-6.92,334.40,1.00,,ICT,
12.40,22.08,244.76,1.02,,FBT,
12.40,44.99,140.54,1.04,,DCT2,
12.40,30.42,322.73,1.01,,ICT,
12.38,28.30,117.56,1.00,,ST,
12.36,-36.37,29.59,1.03,,ICT,
12.36,20.67,217.85,1.00,,ICT,
12.35,1.02,94.09,,2,ST,
12.35,25.96,121.32,1.00,,ST,
12.35,45.48,161.13,1.14,,DCT2,
12.35,-26.37,312.38,1.08,,FBT,
12.34,-23.48,238.14,1.05,,ICT,
12.34,28.15,0.50,1.05,,ICT,
12.34,10.86,276.30,1.16,,FBT,
12.33,6.60,197.28,1.00,,ICT,
12.33,11.32,293.68,1.15,,FBT,
12.32,-59.79,357.36,1.12,,ICT,
12.32,20.39,241.80,1.12,,FBT,
12.32,22.10,118.72,1.11,,ST,
12.31,40.50,133.21,1.06,,ST,
12.31,25.35,34.73,1.06,,ICT,
12.31,44.17,82.66,,secondary 3,ST,
12.31,-32.30,36.91,1.05,,ICT,
12.31,-41.95,359.86,1.19,,ICT,
12.30,-12.81,44.46,1.31,,ICT,
12.29,20.02,210.34,1.07,,ICT,
12.29,34.53,63.45,1.22,,ST,
12.28,40.98,178.24,1.00,,DCT2,
12.28,23.41,41.78,1.18,,ICT,
12.27,45.05,185.14,1.06,,DCT2,
12.27,69.19,209.37,,3 ellipse,DCT2,
12.27,-42.20,25.33,1.00,,ICT,
12.26,39.06,151.33,1.07,,DCT2,
12.26,2.23,142.81,1.01,,ST,
12.26,36.23,191.43,1.25,,DCT2,
12.25,-8.84,45.17,1.06,,ICT,
12.25,-40.72,16.03,1.00,,ICT,
12.25,-52.45,315.55,1.02,,FBT,
